Train/loss_step,epoch,step,Train/loss_epoch,Val/hits20,Val/hits10,Val/hits5,Val/hits3,Val/hits1,Val/mr,Val/mrr,Test/hits20,Test/hits10,Test/hits5,Test/hits3,Test/hits1,Test/mr,Test/mrr
4.066099643707275,0,29,,,,,,,,,,,,,,,
2.0120739936828613,0,59,,,,,,,,,,,,,,,
1.4344828128814697,0,89,,,,,,,,,,,,,,,
2.221161365509033,0,119,,,,,,,,,,,,,,,
2.081181526184082,0,149,,,,,,,,,,,,,,,
1.6673669815063477,0,179,,,,,,,,,,,,,,,
2.1556713581085205,0,209,,,,,,,,,,,,,,,
2.5947105884552,0,239,,,,,,,,,,,,,,,
2.1381075382232666,0,269,,,,,,,,,,,,,,,
,0,282,2.7968358993530273,,,,,,,,,,,,,,
1.1777783632278442,1,299,,,,,,,,,,,,,,,
0.8123506903648376,1,329,,,,,,,,,,,,,,,
1.6094142198562622,1,359,,,,,,,,,,,,,,,
1.3415859937667847,1,389,,,,,,,,,,,,,,,
2.336794137954712,1,419,,,,,,,,,,,,,,,
1.8211901187896729,1,449,,,,,,,,,,,,,,,
1.5498954057693481,1,479,,,,,,,,,,,,,,,
1.2518131732940674,1,509,,,,,,,,,,,,,,,
1.361782193183899,1,539,,,,,,,,,,,,,,,
,1,565,,0.9918762088974855,0.9868471953578336,0.9802707930367505,0.9705996131528046,0.9342359767891683,3.9458413926499034,0.9547166587733532,,,,,,,
,1,565,1.369529128074646,,,,,,,,,,,,,,
0.7871450781822205,2,569,,,,,,,,,,,,,,,
0.7140215635299683,2,599,,,,,,,,,,,,,,,
1.1279889345169067,2,629,,,,,,,,,,,,,,,
1.3482940196990967,2,659,,,,,,,,,,,,,,,
0.8012700080871582,2,689,,,,,,,,,,,,,,,
0.30336517095565796,2,719,,,,,,,,,,,,,,,
0.8484473824501038,2,749,,,,,,,,,,,,,,,
1.3355432748794556,2,779,,,,,,,,,,,,,,,
1.0235404968261719,2,809,,,,,,,,,,,,,,,
0.9269037246704102,2,839,,,,,,,,,,,,,,,
,2,848,0.881229817867279,,,,,,,,,,,,,,
0.30688193440437317,3,869,,,,,,,,,,,,,,,
0.6820850968360901,3,899,,,,,,,,,,,,,,,
0.34770140051841736,3,929,,,,,,,,,,,,,,,
0.4176155626773834,3,959,,,,,,,,,,,,,,,
0.5531957745552063,3,989,,,,,,,,,,,,,,,
0.27778002619743347,3,1019,,,,,,,,,,,,,,,
1.0738579034805298,3,1049,,,,,,,,,,,,,,,
0.7814720273017883,3,1079,,,,,,,,,,,,,,,
1.0628001689910889,3,1109,,,,,,,,,,,,,,,
,3,1131,,0.9922630560928434,0.988394584139265,0.9810444874274662,0.9740812379110252,0.9377176015473888,7.906382978723404,0.9571946064906882,,,,,,,
,3,1131,0.6166861057281494,,,,,,,,,,,,,,
0.7010286450386047,4,1139,,,,,,,,,,,,,,,
0.17585965991020203,4,1169,,,,,,,,,,,,,,,
0.22303839027881622,4,1199,,,,,,,,,,,,,,,
0.4026442766189575,4,1229,,,,,,,,,,,,,,,
0.405951589345932,4,1259,,,,,,,,,,,,,,,
0.29376810789108276,4,1289,,,,,,,,,,,,,,,
0.1928185373544693,4,1319,,,,,,,,,,,,,,,
0.706447958946228,4,1349,,,,,,,,,,,,,,,
0.5018846988677979,4,1379,,,,,,,,,,,,,,,
0.3373090922832489,4,1409,,,,,,,,,,,,,,,
,4,1414,0.4671131670475006,,,,,,,,,,,,,,
0.32361629605293274,5,1439,,,,,,,,,,,,,,,
0.24857448041439056,5,1469,,,,,,,,,,,,,,,
0.1990876942873001,5,1499,,,,,,,,,,,,,,,
0.329298734664917,5,1529,,,,,,,,,,,,,,,
0.29473865032196045,5,1559,,,,,,,,,,,,,,,
0.34459054470062256,5,1589,,,,,,,,,,,,,,,
0.3074949383735657,5,1619,,,,,,,,,,,,,,,
0.1814587414264679,5,1649,,,,,,,,,,,,,,,
0.11243385821580887,5,1679,,,,,,,,,,,,,,,
,5,1697,,0.9914893617021276,0.986073500967118,0.9798839458413926,0.9733075435203095,0.9357833655705996,7.336557059961315,0.9562821301700378,,,,,,,
,5,1697,0.37447941303253174,,,,,,,,,,,,,,
0.35711196064949036,6,1709,,,,,,,,,,,,,,,
0.09134560823440552,6,1739,,,,,,,,,,,,,,,
0.4408866763114929,6,1769,,,,,,,,,,,,,,,
0.38175168633461,6,1799,,,,,,,,,,,,,,,
0.21480195224285126,6,1829,,,,,,,,,,,,,,,
0.23652642965316772,6,1859,,,,,,,,,,,,,,,
0.26234832406044006,6,1889,,,,,,,,,,,,,,,
0.2571176290512085,6,1919,,,,,,,,,,,,,,,
