Train/loss_step,epoch,step,Train/loss_epoch,Val/hits20,Val/hits10,Val/hits5,Val/hits3,Val/hits1,Val/mr,Val/mrr,Test/hits20,Test/hits10,Test/hits5,Test/hits3,Test/hits1,Test/mr,Test/mrr
4.8430023193359375,0,29,,,,,,,,,,,,,,,
4.358398914337158,0,59,,,,,,,,,,,,,,,
2.5168676376342773,0,89,,,,,,,,,,,,,,,
6.10221004486084,0,119,,,,,,,,,,,,,,,
2.0935678482055664,0,149,,,,,,,,,,,,,,,
1.3852945566177368,0,179,,,,,,,,,,,,,,,
,0,194,4.031712055206299,,,,,,,,,,,,,,
1.657488465309143,1,209,,,,,,,,,,,,,,,
1.1465044021606445,1,239,,,,,,,,,,,,,,,
1.8043434619903564,1,269,,,,,,,,,,,,,,,
1.2442121505737305,1,299,,,,,,,,,,,,,,,
1.8180162906646729,1,329,,,,,,,,,,,,,,,
1.9591208696365356,1,359,,,,,,,,,,,,,,,
4.6934733390808105,1,389,,,,,,,,,,,,,,,
,1,389,,0.9764044943820225,0.9629213483146067,0.952808988764045,0.9404494382022472,0.8887640449438202,94.85730337078651,0.9175841422409547,,,,,,,
,1,389,2.0602385997772217,,,,,,,,,,,,,,
1.524713158607483,2,419,,,,,,,,,,,,,,,
0.6812703609466553,2,449,,,,,,,,,,,,,,,
1.989092469215393,2,479,,,,,,,,,,,,,,,
1.4729640483856201,2,509,,,,,,,,,,,,,,,
1.6380668878555298,2,539,,,,,,,,,,,,,,,
2.0197699069976807,2,569,,,,,,,,,,,,,,,
,2,584,1.421492338180542,,,,,,,,,,,,,,
0.9908604025840759,3,599,,,,,,,,,,,,,,,
0.4492647051811218,3,629,,,,,,,,,,,,,,,
0.6615573763847351,3,659,,,,,,,,,,,,,,,
0.46515369415283203,3,689,,,,,,,,,,,,,,,
2.077038049697876,3,719,,,,,,,,,,,,,,,
0.9405143857002258,3,749,,,,,,,,,,,,,,,
0.7622878551483154,3,779,,,,,,,,,,,,,,,
,3,779,,0.9741573033707865,0.9646067415730337,0.952808988764045,0.9359550561797753,0.8853932584269663,78.7123595505618,0.9151307263874371,,,,,,,
,3,779,0.9380338191986084,,,,,,,,,,,,,,
0.36633625626564026,4,809,,,,,,,,,,,,,,,
0.39708155393600464,4,839,,,,,,,,,,,,,,,
0.9256985187530518,4,869,,,,,,,,,,,,,,,
0.6742438077926636,4,899,,,,,,,,,,,,,,,
0.6108496785163879,4,929,,,,,,,,,,,,,,,
0.29168298840522766,4,959,,,,,,,,,,,,,,,
,4,974,0.7294607162475586,,,,,,,,,,,,,,
0.4489438533782959,5,989,,,,,,,,,,,,,,,
0.725124180316925,5,1019,,,,,,,,,,,,,,,
0.7007225751876831,5,1049,,,,,,,,,,,,,,,
0.9600175619125366,5,1079,,,,,,,,,,,,,,,
0.3977574408054352,5,1109,,,,,,,,,,,,,,,
0.12561269104480743,5,1139,,,,,,,,,,,,,,,
0.22289596498012543,5,1169,,,,,,,,,,,,,,,
,5,1169,,0.9713483146067415,0.9606741573033708,0.949438202247191,0.9393258426966292,0.8910112359550562,118.74157303370787,0.918069325019716,,,,,,,
,5,1169,0.5882955193519592,,,,,,,,,,,,,,
0.09078958630561829,6,1199,,,,,,,,,,,,,,,
1.3916494846343994,6,1229,,,,,,,,,,,,,,,
0.2346859872341156,6,1259,,,,,,,,,,,,,,,
0.7400650382041931,6,1289,,,,,,,,,,,,,,,
0.636185884475708,6,1319,,,,,,,,,,,,,,,
0.19983965158462524,6,1349,,,,,,,,,,,,,,,
,6,1364,0.5297107696533203,,,,,,,,,,,,,,
0.6112470030784607,7,1379,,,,,,,,,,,,,,,
0.8900076150894165,7,1409,,,,,,,,,,,,,,,
0.44764161109924316,7,1439,,,,,,,,,,,,,,,
0.16034957766532898,7,1469,,,,,,,,,,,,,,,
0.31012436747550964,7,1499,,,,,,,,,,,,,,,
0.3341205418109894,7,1529,,,,,,,,,,,,,,,
0.09664900600910187,7,1559,,,,,,,,,,,,,,,
,7,1559,,0.9741573033707865,0.9662921348314607,0.9556179775280899,0.9438202247191011,0.8831460674157303,59.13483146067416,0.9161792887377431,,,,,,,
,7,1559,0.4965054988861084,,,,,,,,,,,,,,
0.4624650776386261,8,1589,,,,,,,,,,,,,,,
0.4327556788921356,8,1619,,,,,,,,,,,,,,,
0.15761364996433258,8,1649,,,,,,,,,,,,,,,
0.102656789124012,8,1679,,,,,,,,,,,,,,,
0.1635434329509735,8,1709,,,,,,,,,,,,,,,
0.17116110026836395,8,1739,,,,,,,,,,,,,,,
,8,1754,0.4284086525440216,,,,,,,,,,,,,,
0.19505855441093445,9,1769,,,,,,,,,,,,,,,
0.019269486889243126,9,1799,,,,,,,,,,,,,,,
0.3584359586238861,9,1829,,,,,,,,,,,,,,,
0.0848807767033577,9,1859,,,,,,,,,,,,,,,
0.2909563183784485,9,1889,,,,,,,,,,,,,,,
0.3893214166164398,9,1919,,,,,,,,,,,,,,,
0.5598279237747192,9,1949,,,,,,,,,,,,,,,
,9,1949,,0.9735955056179775,0.9651685393258427,0.9533707865168539,0.9398876404494382,0.8870786516853932,98.27078651685393,0.9171244426367154,,,,,,,
,9,1949,0.410832017660141,,,,,,,,,,,,,,
0.3185841739177704,10,1979,,,,,,,,,,,,,,,
0.03077862784266472,10,2009,,,,,,,,,,,,,,,
0.47688981890678406,10,2039,,,,,,,,,,,,,,,
0.37683171033859253,10,2069,,,,,,,,,,,,,,,
0.03871072083711624,10,2099,,,,,,,,,,,,,,,
0.45166245102882385,10,2129,,,,,,,,,,,,,,,
,10,2144,0.3875969648361206,,,,,,,,,,,,,,
0.8379114866256714,11,2159,,,,,,,,,,,,,,,
0.3072299659252167,11,2189,,,,,,,,,,,,,,,
0.10330542922019958,11,2219,,,,,,,,,,,,,,,
0.1894584447145462,11,2249,,,,,,,,,,,,,,,
0.32556620240211487,11,2279,,,,,,,,,,,,,,,
0.6336984038352966,11,2309,,,,,,,,,,,,,,,
0.1286325305700302,11,2339,,,,,,,,,,,,,,,
,11,2339,,0.9747191011235955,0.9685393258426966,0.9595505617977528,0.9483146067415731,0.8910112359550562,83.12134831460673,0.9218474560455856,,,,,,,
,11,2339,0.38392114639282227,,,,,,,,,,,,,,
0.09292858093976974,12,2369,,,,,,,,,,,,,,,
0.18037763237953186,12,2399,,,,,,,,,,,,,,,
1.4209564924240112,12,2429,,,,,,,,,,,,,,,
0.36272937059402466,12,2459,,,,,,,,,,,,,,,
0.15840809047222137,12,2489,,,,,,,,,,,,,,,
0.8742992877960205,12,2519,,,,,,,,,,,,,,,
,12,2534,0.38169169425964355,,,,,,,,,,,,,,
0.45518529415130615,13,2549,,,,,,,,,,,,,,,
0.7834100127220154,13,2579,,,,,,,,,,,,,,,
0.2593921720981598,13,2609,,,,,,,,,,,,,,,
0.1974782794713974,13,2639,,,,,,,,,,,,,,,
0.11463793367147446,13,2669,,,,,,,,,,,,,,,
0.15304486453533173,13,2699,,,,,,,,,,,,,,,
0.6109194159507751,13,2729,,,,,,,,,,,,,,,
